kcal_scn,SSP_scn,measure,diet_scn,waste_scn,tech_scn,env_item,year,value,,,Environmental analysis:,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,BMK,GHGe,2010,1268.385729,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,BMK,GHGe,2030,2816.520977,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,BMK,GHGe,2050,3511.549438,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,BMK,land,2010,1919.305612,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,BMK,land,2030,5409.342493,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,BMK,land,2050,7558.86837,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,BMK,water,2010,272.519462,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,BMK,water,2030,771.7482694,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,BMK,water,2050,1030.448586,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,BMK,nitr,2010,3347.378149,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,BMK,nitr,2030,24812.39375,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,BMK,nitr,2050,38370.14013,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,BMK,phos,2010,926.5792554,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,BMK,phos,2030,4972.414857,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,BMK,phos,2050,7387.035424,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,BMK,nitr_splus,2010,6557.928714,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,BMK,nitr_splus,2030,31681.08903,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,BMK,nitr_splus,2050,46582.28166,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,BMK,nitr_sfert,2010,9229.38595,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,BMK,nitr_sfert,2030,38093.79983,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,BMK,nitr_sfert,2050,54657.35322,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,TECH,GHGe,2010,653.287998,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,TECH,GHGe,2030,2386.158711,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,TECH,GHGe,2050,2731.78555,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,TECH,land,2010,1919.305612,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,TECH,land,2030,1803.062332,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,TECH,land,2050,1566.614527,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,TECH,water,2010,272.519462,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,TECH,water,2030,241.7470046,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,TECH,water,2050,186.1203052,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,TECH,nitr,2010,3347.378149,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,TECH,nitr,2030,22818.66398,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,TECH,nitr,2050,35910.85525,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,TECH,phos,2010,926.5792554,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,TECH,phos,2030,4569.654264,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,TECH,phos,2050,5975.545544,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,TECH,nitr_splus,2010,6557.928714,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,TECH,nitr_splus,2030,23497.06755,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,TECH,nitr_splus,2050,35573.95118,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,TECH,nitr_sfert,2010,9229.38595,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,TECH,nitr_sfert,2030,29909.77835,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,TECH,nitr_sfert,2050,43649.02274,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,TECH_p,GHGe,2010,534.0656904,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,TECH_p,GHGe,2030,2298.135087,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,TECH_p,GHGe,2050,2586.053298,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,TECH_p,land,2010,1734.212326,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,TECH_p,land,2030,1191.864667,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,TECH_p,land,2050,-384.7002543,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,TECH_p,water,2010,272.0594966,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,TECH_p,water,2030,240.682973,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,TECH_p,water,2050,185.2546958,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,TECH_p,nitr,2010,-28760.97667,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,TECH_p,nitr,2030,-15131.07659,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,TECH_p,nitr,2050,-5966.542702,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,TECH_p,phos,2010,-8461.094386,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,TECH_p,phos,2030,-6639.556882,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,TECH_p,phos,2050,-5936.611242,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,TECH_p,nitr_splus,2010,-26345.48412,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,TECH_p,nitr_splus,2030,-16784.43416,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,TECH_p,nitr_splus,2050,-11539.87187,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,TECH_p,nitr_sfert,2010,-23674.02689,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,TECH_p,nitr_sfert,2030,-10371.72336,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,full_w,TECH_p,nitr_sfert,2050,-3464.800312,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,BMK,GHGe,2010,893.8672223,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,BMK,GHGe,2030,2341.537718,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,BMK,GHGe,2050,2946.81103,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,BMK,land,2010,-4.492559403,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,BMK,land,2030,2938.655989,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,BMK,land,2050,4624.958755,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,BMK,water,2010,1.8809726,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,BMK,water,2030,423.0759704,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,BMK,water,2050,624.441602,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,BMK,nitr,2010,-14859.84949,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,BMK,nitr,2030,2573.134216,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,BMK,nitr,2050,13099.32668,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,BMK,phos,2010,-2138.812581,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,BMK,phos,2030,1204.121948,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,BMK,phos,2050,3106.038798,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,BMK,nitr_splus,2010,-11451.60495,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,BMK,nitr_splus,2030,10416.01253,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,BMK,nitr_splus,2050,23255.58017,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,BMK,nitr_sfert,2010,-11077.28957,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,BMK,nitr_sfert,2030,12938.45845,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,BMK,nitr_sfert,2050,25858.22503,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,TECH,GHGe,2010,309.7196414,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,TECH,GHGe,2030,1932.154689,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,TECH,GHGe,2050,2206.810896,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,TECH,land,2010,-4.492559403,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,TECH,land,2030,-182.2468806,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,TECH,land,2050,-502.9754109,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,TECH,water,2010,1.8809726,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,TECH,water,2030,-31.93556548,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,TECH,water,2050,-91.40042855,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,TECH,nitr,2010,-14859.84949,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,TECH,nitr,2030,931.1802443,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,TECH,nitr,2050,11091.36377,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,TECH,phos,2010,-2138.812581,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,TECH,phos,2030,870.8560311,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,TECH,phos,2050,1887.878429,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,TECH,nitr_splus,2010,-11451.60495,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,TECH,nitr_splus,2030,3013.578098,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,TECH,nitr_splus,2050,13352.57482,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,TECH,nitr_sfert,2010,-11077.28957,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,TECH,nitr_sfert,2030,5536.02402,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,TECH,nitr_sfert,2050,15955.21968,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,TECH_p,GHGe,2010,198.3666457,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,TECH_p,GHGe,2030,1849.64046,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,TECH_p,GHGe,2050,2070.76177,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,TECH_p,land,2010,-165.3697628,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,TECH_p,land,2030,-701.8054235,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,TECH_p,land,2050,-2164.752565,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,TECH_p,water,2010,1.36010981,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,TECH_p,water,2030,-33.01215244,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,TECH_p,water,2050,-92.2889159,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,TECH_p,nitr,2010,-41506.03602,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,TECH_p,nitr,2030,-30452.3152,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,TECH_p,nitr,2050,-23340.18674,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,TECH_p,phos,2010,-9993.790305,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,TECH_p,phos,2030,-8488.955998,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,TECH_p,phos,2050,-7980.444799,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,TECH_p,nitr_splus,2010,-38902.54744,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,TECH_p,nitr_splus,2030,-30727.0591,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,TECH_p,nitr_splus,2050,-26104.67245,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,TECH_p,nitr_sfert,2010,-38528.23206,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,TECH_p,nitr_sfert,2030,-28204.61318,,,,,,,,,,
2500kcal,SSP1,chg_2010,FLX_hredmeat,half_w,TECH_p,nitr_sfert,2050,-23502.02759,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,full_w,BMK,GHGe,2030,47.48564359,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,full_w,BMK,GHGe,2050,92.3762217,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,full_w,BMK,land,2030,36.61252819,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,full_w,BMK,land,2050,67.42079358,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,full_w,BMK,water,2030,36.67677173,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,full_w,BMK,water,2050,65.20254215,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,full_w,BMK,nitr,2030,29.88298215,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,full_w,BMK,nitr,2050,52.18022032,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,full_w,BMK,phos,2030,31.93911553,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,full_w,BMK,phos,2050,55.30328548,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,full_w,BMK,nitr_splus,2030,28.60313446,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,full_w,BMK,nitr_splus,2050,50.59307664,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,full_w,BMK,nitr_sfert,2030,30.47677661,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,full_w,BMK,nitr_sfert,2050,52.34675738,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,full_w,TECH,GHGe,2010,-9.840120981,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,full_w,TECH,GHGe,2030,39.25664138,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,full_w,TECH,GHGe,2050,74.54584688,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,full_w,TECH,land,2030,9.499290937,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,full_w,TECH,land,2050,17.26946884,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,full_w,TECH,water,2030,9.390361988,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,full_w,TECH,water,2050,17.50067228,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,full_w,TECH,nitr,2030,27.31620018,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,full_w,TECH,nitr,2050,48.34644737,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,full_w,TECH,phos,2030,28.97822536,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,full_w,TECH,phos,2050,44.62654034,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,full_w,TECH,nitr_splus,2030,22.53506592,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,full_w,TECH,nitr_splus,2050,41.52203149,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,full_w,TECH,nitr_sfert,2030,24.28931489,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,full_w,TECH,nitr_sfert,2050,43.09723353,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,full_w,TECH_p,GHGe,2010,-12.24679843,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,full_w,TECH_p,GHGe,2030,37.29587152,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,full_w,TECH_p,GHGe,2050,70.78421896,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,full_w,TECH_p,land,2010,-0.799162112,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,full_w,TECH_p,land,2030,6.676730335,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,full_w,TECH_p,land,2050,4.027167081,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,full_w,TECH_p,water,2010,-0.023184848,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,full_w,TECH_p,water,2030,9.346007876,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,full_w,TECH_p,water,2050,17.46314117,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,full_w,TECH_p,nitr,2010,-30,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,full_w,TECH_p,nitr,2030,-10.87865987,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,full_w,TECH_p,nitr,2050,3.842513156,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,full_w,TECH_p,phos,2010,-50,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,full_w,TECH_p,phos,2030,-35.51088732,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,full_w,TECH_p,phos,2050,-27.68672983,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,full_w,TECH_p,nitr_splus,2010,-23.57720386,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,full_w,TECH_p,nitr_splus,2030,-8.13322135,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,full_w,TECH_p,nitr_splus,2050,3.937074522,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,full_w,TECH_p,nitr_sfert,2010,-24.04110065,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,full_w,TECH_p,nitr_sfert,2030,-6.982390836,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,full_w,TECH_p,nitr_sfert,2050,4.772768143,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,BMK,GHGe,2010,-6.907424376,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,BMK,GHGe,2030,37.91220213,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,BMK,GHGe,2050,80.23321359,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,BMK,land,2010,-13.75061704,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,BMK,land,2030,17.94080222,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,BMK,land,2050,44.29258381,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,BMK,water,2010,-12.78777103,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,BMK,water,2030,19.19802204,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,BMK,water,2050,43.59731229,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,BMK,nitr,2010,-16.28767138,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,BMK,nitr,2030,9.011501076,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,BMK,nitr,2050,27.91926363,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,BMK,phos,2010,-15.95001207,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,BMK,phos,2030,11.38291727,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,BMK,phos,2050,31.41388975,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,BMK,nitr_splus,2010,-12.56290083,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,BMK,nitr_splus,2030,12.93472078,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,BMK,nitr_splus,2050,32.90013375,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,BMK,nitr_sfert,2010,-14.40660396,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,BMK,nitr_sfert,2030,11.82060587,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,BMK,nitr_sfert,2050,30.53121492,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,TECH,GHGe,2010,-16.15206725,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,TECH,GHGe,2030,30.12901715,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,TECH,GHGe,2050,63.31234174,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,TECH,land,2010,-13.75061704,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,TECH,land,2030,-5.548788643,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,TECH,land,2050,0.956409168,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,TECH,water,2010,-12.78777103,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,TECH,water,2030,-4.477513331,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,TECH,water,2050,2.55570839,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,TECH,nitr,2010,-16.28767138,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,TECH,nitr,2030,6.805141866,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,TECH,nitr,2050,24.57327546,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,TECH,phos,2010,-15.95001207,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,TECH,phos,2030,8.839379616,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,TECH,phos,2050,21.90017685,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,TECH,nitr_splus,2010,-12.56290083,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,TECH,nitr_splus,2030,7.466932416,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,TECH,nitr_splus,2050,24.70312035,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,TECH,nitr_sfert,2010,-14.40660396,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,TECH,nitr_sfert,2030,6.24523523,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,TECH,nitr_sfert,2050,22.17291997,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,TECH_p,GHGe,2010,-18.39040321,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,TECH_p,GHGe,2030,28.29342192,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,TECH_p,GHGe,2050,59.78228486,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,TECH_p,land,2010,-14.40536236,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,TECH_p,land,2030,-7.759163885,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,TECH_p,land,2050,-10.12370108,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,TECH_p,water,2010,-12.81272399,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,TECH_p,water,2030,-4.521283567,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,TECH_p,water,2050,2.518157902,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,TECH_p,nitr,2010,-41.40136997,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,TECH_p,nitr,2030,-25.23640069,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,TECH_p,nitr,2050,-12.79870718,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,TECH_p,phos,2010,-57.97500603,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,TECH_p,phos,2030,-45.58031019,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,TECH_p,phos,2050,-39.04991157,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,TECH_p,nitr_splus,2010,-32.38225589,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,TECH_p,nitr_splus,2030,-18.4948324,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,TECH_p,nitr_splus,2050,-7.255081672,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,TECH_p,nitr_sfert,2010,-34.61591769,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,TECH_p,nitr_sfert,2030,-20.22734415,,,,,,,,,,
2500kcal,SSP1,pct_2010,BMK,half_w,TECH_p,nitr_sfert,2050,-10.41408042,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,BMK,GHGe,2010,-40.47440399,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,BMK,GHGe,2030,-21.06834528,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,BMK,GHGe,2050,-10.22940541,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,BMK,land,2010,13.85599019,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,BMK,land,2030,41.36873427,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,BMK,land,2050,58.32450421,,,,,,,,,,
2500kcal,SSP1,pct_2010,FLX,full_w,BMK,water,2010,15.38262409,,,,,,,,,,
